interest_keywords,major_name,degree_category,employment_outlook,typical_roles,fit_notes,risk_notes
旅游管理与服务教育|管理学|教育|师范|教师|运营管理|市场营销|供应链|电子商务,旅游管理与服务教育,管理学,评级C；学习难度3/5；行业周期或供需波动较明显，需要靠城市、学校平台、实习和作品提高确定性,运营管理、市场营销、供应链、电子商务,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级C；学习难度3/5；行业周期或供需波动较明显，需要靠城市、学校平台、实习和作品提高确定性
旅游管理类|管理学|运营管理|市场营销|供应链|电子商务,旅游管理类,管理学,评级C；学习难度3/5；行业周期或供需波动较明显，需要靠城市、学校平台、实习和作品提高确定性,运营管理、市场营销、供应链、电子商务,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级C；学习难度3/5；行业周期或供需波动较明显，需要靠城市、学校平台、实习和作品提高确定性
无人机系统应用技术|工学|装备制造|汽车工程|机器人应用|生产工艺,无人机系统应用技术,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,装备制造、汽车工程、机器人应用、生产工艺,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
无人驾驶航空器系统工程|工学|装备制造|汽车工程|机器人应用|生产工艺,无人驾驶航空器系统工程,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,装备制造、汽车工程、机器人应用、生产工艺,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
无机非金属材料工程|工学|工程技术|产品研发|生产运维|项目实施,无机非金属材料工程,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,工程技术、产品研发、生产运维、项目实施,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
日语|文学|语言|传媒|内容|日语翻译|日企职员,日语,文学,评级C；学习难度2/5；日企在华南有需求，但中日关系波动,日语翻译、日企职员,核心课程/能力：综合日语、日本文学、日语翻译,就业评级C；学习难度2/5；仍需结合学校层次、城市和实习资源判断
智慧交通|工学|工程技术|产品研发|生产运维|项目实施,智慧交通,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,工程技术、产品研发、生产运维、项目实施,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
智慧牧业科学与工程|工学|工程技术|产品研发|生产运维|项目实施,智慧牧业科学与工程,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,工程技术、产品研发、生产运维、项目实施,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
智能交互设计|工学|AI|人工智能|智能制造|设计|文创|艺术教育|展演|制作,智能交互设计,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,设计、文创、艺术教育、展演/制作,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
智能制造工程|工学|工科|工程|技术|新工科|制造业升级|广东制造大省需求,智能制造工程,工学,评级A；学习难度4/5；新工科，制造业升级，广东制造大省需求,新工科，制造业升级，广东制造大省需求,参考相近专业的课程和能力要求,就业评级A；学习难度4/5；学习压力较高，适合基础扎实且愿意长期投入的学生
智能制造工程技术|工学|AI|人工智能|智能制造|装备制造|汽车工程|机器人应用|生产工艺,智能制造工程技术,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,装备制造、汽车工程、机器人应用、生产工艺,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
智能医学工程|工学|工科|工程|技术|医学|医生|医院|AI+医学交叉|精准医疗方向,智能医学工程,工学,评级B；学习难度4/5；AI+医学交叉，精准医疗方向,AI+医学交叉，精准医疗方向,参考相近专业的课程和能力要求,就业评级B；学习难度4/5；学习压力较高，适合基础扎实且愿意长期投入的学生
智能工程与创意设计|工学|AI|人工智能|智能制造|设计|文创|艺术教育|展演|制作,智能工程与创意设计,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,设计、文创、艺术教育、展演/制作,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
智能建造|工学|AI|人工智能|智能制造|工程技术|产品研发|生产运维|项目实施,智能建造,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,工程技术、产品研发、生产运维、项目实施,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
智能建造工程|工学|AI|人工智能|智能制造|工程技术|产品研发|生产运维|项目实施,智能建造工程,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,工程技术、产品研发、生产运维、项目实施,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
智能感知工程|工学|AI|人工智能|智能制造|工程技术|产品研发|生产运维|项目实施,智能感知工程,工学,评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累,工程技术、产品研发、生产运维、项目实施,通用画像：按教育部本科专业目录门类和相近专业归类；需结合学校培养方案复核核心课程,就业评级B；学习难度4/5；就业面取决于学校平台、城市产业和个人实习/证书积累
